Row_Name,PhecodeString,coef,lower_CI,upper_CI,pvalue,PhecodeCategory
CD276,Liking for cauliflower,-0.087432678,-0.154015216,-0.020850139,0.010069052,Food liking
CD276,Liking for eggs,-0.082621332,-0.146013625,-0.019229038,0.010642581,Food liking
CD276,Liking for fresh tomatoes,-0.084642216,-0.149745802,-0.019538629,0.010836875,Food liking
CD276,Liking for liver,-0.14128078,-0.251937708,-0.030623852,0.01234511,Food liking
CD276,Liking for horseradish/wasabi,-0.139708766,-0.249596255,-0.029821277,0.012716574,Food liking
CD276,Liking for prawns,-0.124792436,-0.22934633,-0.020238542,0.019327971,Food liking
CD276,Liking for green olives,-0.137099748,-0.252817326,-0.021382169,0.020237362,Food liking
CD276,Liking for broccoli,-0.078965973,-0.146083133,-0.011848812,0.021123364,Food liking
CD276,Liking for ham,-0.101788959,-0.188473192,-0.015104725,0.021375489,Food liking
CD276,Liking for salami,-0.115974327,-0.216459681,-0.015488973,0.023704628,Food liking
CD276,Liking for sweet coffee house drinks,0.108085463,0.013310872,0.202860054,0.025414058,Food liking
CD276,Liking for orange juice,-0.089235313,-0.168442957,-0.010027668,0.027250222,Food liking
CD276,Liking for dairy products,0.0701641,0.007468775,0.132859425,0.028287673,Food liking
CD276,Liking for porridge,0.099465716,0.010507261,0.188424171,0.02843103,Food liking
CD276,Liking for cod,-0.079490481,-0.153518551,-0.00546241,0.035341173,Food liking
CD276,Liking for cheesecake,0.090046391,0.00492203,0.175170752,0.038159285,Food liking
CD276,Liking for pasta,-0.071670075,-0.139625104,-0.003715046,0.038737714,Food liking
CD276,Liking for working up a sweat,-0.0861891,-0.167939307,-0.004438892,0.038806324,Food liking
CD276,Liking for apples,0.064463263,0.002990894,0.125935632,0.03986206,Food liking
CD276,Liking for turnip (white),-0.094853148,-0.185755577,-0.003950719,0.040854962,Food liking
CD276,Liking for tomato ketchup,0.09543486,0.002714685,0.188155036,0.043673994,Food liking
CD276,Liking for cigarette smoking,-0.050450402,-0.099600564,-0.00130024,0.044254481,Food liking
CD276,Liking for bacon,-0.091981582,-0.18159475,-0.002368413,0.044259699,Food liking
CD276,Liking for tinned tuna,-0.092831886,-0.184285676,-0.001378096,0.046661377,Food liking
CD276,Liking for diet fizzy drinks,0.09715366,-6.28E-04,0.194935065,0.051504578,Food liking
CD276,Liking for ice cream,0.07107448,-0.001562487,0.143711447,0.055151756,Food liking
CD276,Liking for aniseed,-0.0986182,-0.200035855,0.002799455,0.056683973,Food liking
CD276,Liking for salad leaves,-0.06133068,-0.125508384,0.002847023,0.061082242,Food liking
CD276,Liking for strawberries,-0.051612941,-0.106964211,0.003738329,0.067627446,Food liking
CD276,Liking for kiwi fruit,-0.074503139,-0.156773478,0.007767201,0.075927602,Food liking
CD276,Liking for corn flakes,0.073717644,-0.009799349,0.157234636,0.083648424,Food liking
CD276,Liking for milk chocolate,0.075600326,-0.010490762,0.161691414,0.08524451,Food liking
CD276,Liking for white bread,0.078170371,-0.011436944,0.167777686,0.087319021,Food liking
CD276,Liking for fried chicken,-0.081364701,-0.175928453,0.013199051,0.09173704,Food liking
CD276,Liking for fried/battered fish,-0.071869894,-0.158070849,0.014331061,0.102251918,Food liking
CD276,Liking for pollock,-0.097061938,-0.216413951,0.022290075,0.110970952,Food liking
CD276,Liking for white rice,-0.056469776,-0.127818253,0.014878702,0.120861377,Food liking
CD276,Liking for sausages (meat),-0.070675346,-0.161215456,0.019864764,0.126048679,Food liking
CD276,Liking for cherries,-0.054127188,-0.124470478,0.016216102,0.131536949,Food liking
CD276,Liking for dark chocolate,-0.067688702,-0.157251428,0.021874025,0.138549659,Food liking
CD276,Liking for salty pretzels,0.069739475,-0.02439213,0.16387108,0.146496113,Food liking
CD276,Liking for adding salt to foods,-0.069909619,-0.167200751,0.027381513,0.159043603,Food liking
CD276,Liking for pears,0.049249176,-0.019591482,0.118089834,0.160880408,Food liking
CD276,Liking for plain yogurt,-0.06401652,-0.15370398,0.02567094,0.161839194,Food liking
CD276,Liking for cereal/granola bar,0.061323627,-0.027770347,0.150417601,0.177338337,Food liking
CD276,Liking for going to the gym,-0.074402289,-0.185226654,0.036422076,0.188248668,Food liking
CD276,Liking for pizza,0.051320275,-0.026375812,0.129016361,0.19547248,Food liking
CD276,Liking for cucumber,-0.053636378,-0.136624726,0.02935197,0.205261606,Food liking
CD276,Liking for brussel sprouts,-0.055915809,-0.143917779,0.032086161,0.213020512,Food liking
CD276,Liking for oranges,-0.040655041,-0.107233855,0.025923773,0.231395062,Food liking
CD276,Liking for beetroot,-0.051618841,-0.137329797,0.034092115,0.237866703,Food liking
CD276,Liking for goat's cheese,-0.065656399,-0.175396296,0.044083497,0.240960172,Food liking
CD276,Liking for grapefruit,-0.059190641,-0.158137789,0.039756507,0.241028278,Food liking
CD276,Liking for cream,0.050539627,-0.037554801,0.138634056,0.260846463,Food liking
CD276,Liking for savoury biscuits,-0.038364417,-0.105521741,0.028792908,0.262876763,Food liking
CD276,Liking for mushrooms,-0.039019066,-0.10847632,0.030438189,0.270889289,Food liking
CD276,Liking for blue cheese,-0.063536257,-0.177146244,0.05007373,0.273046342,Food liking
CD276,Liking for whole milk,0.055844621,-0.04440266,0.156091902,0.274920449,Food liking
CD276,Liking for brown rice,-0.041958266,-0.122388651,0.038472118,0.30657792,Food liking
CD276,Liking for exercising alone,-0.044360139,-0.135186834,0.046466556,0.338451649,Food liking
CD276,Liking for tea without sugar,-0.053793699,-0.164129882,0.056542484,0.339303438,Food liking
CD276,Liking for jam,0.036606903,-0.038732951,0.111946757,0.340943722,Food liking
CD276,Liking for soft cheese,-0.035643364,-0.116315537,0.045028809,0.38651797,Food liking
CD276,Liking for skimmed milk,-0.042652726,-0.146138489,0.060833037,0.419205242,Food liking
CD276,Liking for wholemeal bread,-0.024085743,-0.083390443,0.035218956,0.426036177,Food liking
CD276,Liking for hard cheese,0.027849778,-0.042048418,0.097747974,0.434862663,Food liking
CD276,Liking for going to a cafe,0.028054155,-0.044652906,0.100761216,0.44950577,Food liking
CD276,Liking for tea with sugar,0.03480676,-0.057673653,0.127287172,0.460724827,Food liking
CD276,Liking for coffee without sugar,-0.040192655,-0.152464126,0.072078817,0.482901665,Food liking
CD276,Liking for watching television,0.021489299,-0.041811363,0.084789961,0.505823507,Food liking
CD276,Liking for bananas,0.023612482,-0.046431346,0.09365631,0.508798008,Food liking
CD276,Liking for butter on bread,0.027394498,-0.055471223,0.11026022,0.517030351,Food liking
CD276,Liking for potatoes,-0.018846953,-0.076562816,0.03886891,0.522167256,Food liking
CD276,Liking for mayonnaise,-0.027741591,-0.114727779,0.059244596,0.531932564,Food liking
CD276,Liking for potato crisps,0.024169838,-0.051917759,0.100257436,0.533556385,Food liking
CD276,Liking for melon,-0.019824746,-0.084779275,0.045129783,0.549714132,Food liking
CD276,Liking for whole grain breakfast cereal,-0.023784398,-0.106500468,0.058931672,0.573051634,Food liking
CD276,Liking for exercising with others,-0.025525486,-0.123259284,0.072208312,0.608733735,Food liking
CD276,Liking for dried fruit,-0.016916608,-0.08992776,0.056094543,0.649746767,Food liking
CD276,Liking for salty foods,-0.01946439,-0.108047302,0.069118522,0.666717593,Food liking
CD276,Liking for vinegar,-0.017303065,-0.098185369,0.063579239,0.675007009,Food liking
CD276,Liking for soya milk,0.020000551,-0.083769875,0.123770977,0.705613045,Food liking
CD276,Liking for fatty foods,0.015043696,-0.069513397,0.099600788,0.72731824,Food liking
CD276,Liking for bicycling,0.017743776,-0.083589476,0.119077027,0.731455135,Food liking
CD276,Liking for honey,-0.015340838,-0.104158779,0.073477102,0.734968173,Food liking
CD276,Liking for chips/french fries,-0.010878641,-0.079158487,0.057401204,0.754838979,Food liking
CD276,Liking for coffee with sugar,0.015045717,-0.089949396,0.120040829,0.778820024,Food liking
CD276,Liking for regular (non-diet) fizzy drinks,0.011563687,-0.071134902,0.094262276,0.784041343,Food liking
CD276,Liking for apple juice,-0.01158833,-0.097377197,0.074200536,0.791204122,Food liking
CD276,Liking for fruit,0.003697185,-0.041687032,0.049081403,0.8731454,Food liking
CD276,Liking for raw carrots,-0.005924307,-0.081092718,0.069244103,0.877239172,Food liking
CD276,Liking for plums,0.004048725,-0.062662726,0.070760177,0.905315952,Food liking
CD276,Liking for croissant,-0.003819443,-0.087125183,0.079486296,0.928398344,Food liking
CD276,Liking for salad dressing,0.002505935,-0.082005964,0.087017834,0.953656415,Food liking
CD276,other_local_infections_of_skin_and_subcutaneous_tissue,0.345857814,1.25562166,1.590557894,9.83E-09,Condition of illness
CD276,female_genital_prolapse,-0.2033411,0.736293475,0.904334736,1.06E-04,Condition of illness
CD276,hyperplasia_of_prostate,0.082014142,1.002546938,1.17525434,0.043104214,Condition of illness
CD276,hordeolum_and_chalazion,-0.113601263,0.783399286,1.01705403,0.088005576,Condition of illness
CD276,influenza_virus_not_identified,0.098170861,0.95414496,1.275427467,0.184851593,Condition of illness
CD276,single_spontaneous_delivery,-0.070147109,0.824367924,1.054265295,0.263630853,Condition of illness
CD276,chronic_sinusitis,-0.06558303,0.824755563,1.063432798,0.311800888,Condition of illness
CD276,other_disorders_of_ear_not_elsewhere_classified,-0.046700023,0.856788289,1.063073651,0.396121305,Condition of illness
CD276,zoster_herpes_zoster,0.029725368,0.92470284,1.147669752,0.589604364,Condition of illness
CD276,other_noninflammatory_disorders_of_vagina,0.017662168,0.888868458,1.165476898,0.798307918,Condition of illness
CD276,psoriasis,0.012904309,0.898184644,1.142465028,0.833457721,Condition of illness
CD276,polyp_of_female_genital_tract,-0.003141762,0.892095223,1.113935095,0.955776117,Condition of illness
CD276,other_anaemias_status,0.604481362,0.522947119,0.686162713,9.32E-48,Condition of illness
CD276,other_functional_intestinal_disorders_status,0.418759766,0.340237441,0.497452593,1.61E-25,Condition of illness
CD276,cellulitis_status,0.435362194,0.350215522,0.520661449,1.35E-23,Condition of illness
CD276,iron_deficiency_anaemia_status,0.417219978,0.331513457,0.503089573,1.54E-21,Condition of illness
CD276,other_non_infective_gastro_enteritis_and_colitis_status,0.429575569,0.340578608,0.518719749,3.31E-21,Condition of illness
CD276,other_disorders_of_urinary_system_status,0.312057368,0.245592235,0.378694267,3.92E-20,Condition of illness
CD276,phlebitis_and_thrombophlebitis_status,0.51250829,0.401755334,0.623294936,1.22E-19,Condition of illness
CD276,pneumonia_organism_unspecified_status,0.3147832,0.237962265,0.391800186,1.05E-15,Condition of illness
CD276,atrial_fibrillation_and_flutter_status,0.314361182,0.235956729,0.392983411,4.24E-15,Condition of illness
CD276,other_hypothyroidism_status,0.311045595,0.230372784,0.391931472,4.46E-14,Condition of illness
CD276,obesity_status,0.259595649,0.188700261,0.330674662,7.64E-13,Condition of illness
CD276,gonarthrosis_arthrosis_of_knee_status,0.267944645,0.192497879,0.34359046,3.61E-12,Condition of illness
CD276,other_arthrosis_status,0.203335299,0.145919064,0.26089062,4.11E-12,Condition of illness
CD276,other_arthritis_status,0.250641168,0.176285984,0.325189088,4.16E-11,Condition of illness
CD276,other_intervertebral_disk_disorders_status,0.29555334,0.204200657,0.387126777,2.40E-10,Condition of illness
CD276,varicose_veins_of_lower_extremities_status,0.325160729,0.224632941,0.425894724,2.41E-10,Condition of illness
CD276,other_joint_disorders_not_elsewhere_classified_status,0.16282845,0.107189741,0.218596177,1.01E-08,Condition of illness
CD276,sleep_disorders_status,0.303335524,0.19765908,0.409256335,1.92E-08,Condition of illness
CD276,dorsalgia_status,0.166478535,0.108205172,0.22489209,2.24E-08,Condition of illness
CD276,other_soft_tissue_disorders_not_elsewhere_classified_status,0.156800775,0.100922414,0.212807548,3.94E-08,Condition of illness
CD276,gout_status,0.283520922,0.174181915,0.39317933,3.89E-07,Condition of illness
CD276,spondylosis_status,0.210776318,0.128768109,0.293008477,4.89E-07,Condition of illness
CD276,mononeuropathies_of_upper_limb_status,0.237261969,0.140086277,0.33471229,1.77E-06,Condition of illness
CD276,cholelithiasis_status,0.193885767,0.109462095,0.27855378,6.97E-06,Condition of illness
CD276,disorders_of_lipoprotein_metabolism_and_other_lipidaemias_status,0.117559923,0.065259106,0.169958118,1.07E-05,Condition of illness
CD276,osteoporosis_without_pathological_fracture_status,0.212803862,0.118160939,0.30774215,1.08E-05,Condition of illness
CD276,vasomotor_and_allergic_rhinitis_status,-0.149729052,-0.220424647,-0.078782699,3.42E-05,Condition of illness
CD276,other_cataract_status,0.140259452,0.069673186,0.211033386,0.000100484,Condition of illness
CD276,synovitis_and_tenosynovitis_status,0.208980245,0.101543092,0.316769253,0.000141432,Condition of illness
CD276,unspecified_acute_lower_respiratory_infection_status,0.114706264,0.052554436,0.177012852,0.000302838,Condition of illness
CD276,shoulder_lesions_status,0.148330704,0.063768457,0.233166677,0.000598603,Condition of illness
CD276,gastritis_and_duodenitis_status,0.111858835,0.047869099,0.176010923,0.000622009,Condition of illness
CD276,asthma_status,-0.099734607,-0.16081228,-0.038512743,0.001390012,Condition of illness
CD276,otalgia_and_effusion_of_ear_status,0.167367332,0.047172476,0.288054652,0.006467515,Condition of illness
CD276,fibroblastic_disorders_status,0.128210097,0.030195369,0.226595155,0.010507405,Condition of illness
CD276,cystitis_status,0.144646266,0.032965557,0.256796615,0.01131399,Condition of illness
CD276,other_abnormal_uterine_and_vaginal_bleeding_status,0.190654942,0.040147248,0.341924219,0.013291163,Condition of illness
CD276,inguinal_hernia_status,-0.112478937,-0.20140821,-0.023211853,0.0133492,Condition of illness
CD276,other_dermatitis_status,0.083242627,0.012420743,0.154277683,0.021437373,Condition of illness
CD276,internal_derangement_of_knee_status,0.116993035,0.012236076,0.222216538,0.028981257,Condition of illness
CD276,diverticular_Medical_history_of_intestine_status,-0.060439644,-0.121543704,0.000796352,0.05279495,Condition of illness
CD276,atopic_dermatitis_status,-0.10794569,-0.223051336,0.008054445,0.067155573,Condition of illness
CD276,skin_changes_due_to_chronic_exposure_to_nonionising_radiation_status,-0.094850774,-0.198567858,0.009496292,0.073966208,Condition of illness
CD276,migraine_status,0.086678721,-0.009935324,0.183701245,0.079337027,Condition of illness
CD276,diaphragmatic_hernia_status,0.057977113,-0.007943647,0.124071061,0.085156378,Condition of illness
CD276,seborrhoeic_keratosis_status,-0.075378116,-0.162037273,0.011680006,0.088975227,Condition of illness
CD276,other_disorders_of_nose_and_nasal_sinuses_status,0.093419933,-0.01965363,0.20704935,0.106299455,Condition of illness
CD276,varicella_chickenpox_status,-0.070930991,-0.166379623,0.025052407,0.146398495,Condition of illness
CD276,viral_warts_status,-0.080596077,-0.196045942,0.035703052,0.172880041,Condition of illness
CD276,acquired_deformities_of_fingers_and_toes_status,0.070423745,-0.031723016,0.173024691,0.17760725,Condition of illness
CD276,acute_pharyngitis_status,0.067626144,-0.03072275,0.166419199,0.178780441,Condition of illness
CD276,follicular_cysts_of_skin_and_subcutaneous_tissue_status,0.081734768,-0.038723517,0.202836022,0.184811014,Condition of illness
CD276,unspecified_lump_in_breast_status,0.076394811,-0.046065562,0.199503023,0.22273597,Condition of illness
CD276,other_disorders_of_skin_and_subcutaneous_tissue_not_elsewhere_classified_status,0.036636485,-0.03497131,0.108467622,0.316733824,Condition of illness
CD276,irritable_bowel_syndrome_status,0.038400124,-0.046053671,0.123173619,0.373764935,Condition of illness
CD276,haemorrhoids_and_perianal_venous_thrombosis_status,-0.02875161,-0.099156469,0.041883787,0.424220244,Condition of illness
CD276,acute_upper_respiratory_infections_of_multiple_and_unspecified_sites_status,0.026493955,-0.042391266,0.095585945,0.451616895,Condition of illness
CD276,acute_tonsillitis_status,-0.03795559,-0.144669151,0.069426615,0.48714998,Condition of illness
CD276,other_enthesopathies_status,0.03040148,-0.0560966,0.117260891,0.491837052,Condition of illness
CD276,acute_sinusitis_status,-0.034866352,-0.1344484,0.065258119,0.493785554,Condition of illness
CD276,Nitrogen_oxides_air_pollution,0.10574351,-0.208439706,0.419926726,0.509476433,Condition of illness
CD276,dermatophytosis_status,0.027288213,-0.057904002,0.112828337,0.530995041,Condition of illness
CD276,otitis_externa_status,-0.028562186,-0.130159325,0.073602328,0.582692068,Condition of illness
CD276,reaction_to_severe_stress_and_adjustment_disorders,-96.7075857,-446.4385948,253.0234234,0.587918638,Condition of illness
CD276,other_disorders_of_breast_status,-0.036020657,-0.166280167,0.095169557,0.589222346,Condition of illness
CD276,other_Medical_historys_of_anus_and_rectum_status,0.018212,-0.054092208,0.09074715,0.62209839,Condition of illness
CD276,other_disorders_of_external_ear_status,0.021820338,-0.066698312,0.110712206,0.629721031,Condition of illness
CD276,dyspepsia_status,0.023631257,-0.082306158,0.130098547,0.662795236,Condition of illness
CD276,haemorrhoids_status,-0.019646922,-0.10795441,0.069053395,0.663514064,Condition of illness
CD276,soft_tissue_disorders_related_to_use_overuse_and_pressure_status,0.01753641,-0.101123396,0.136930185,0.772804631,Condition of illness
CD276,pain_and_other_conditions_associated_with_female_genital_organs_and_menstrual_cycle_status,0.019470461,-0.126458528,0.166467881,0.794482665,Condition of illness
CD276,menopausal_and_other_perimenopausal_disorders_status,-0.006783781,-0.088924332,0.075616715,0.871608584,Condition of illness
CD276,benign_mammary_dysplasia_status,-0.011306974,-0.148503458,0.126881417,0.87215929,Condition of illness
CD276,excessive_frequent_and_irregular_menstruation_status,-0.005270643,-0.101689749,0.091541085,0.914851832,Condition of illness
CD276,mental_and_behavioural_disorders_due_to_use_of_tobacco,10.96808222,-232.3380514,254.2742158,0.929599062,Condition of illness
CD276,other_anxiety_disorders,11.336706,-328.5222342,351.1956462,0.94787543,Condition of illness
